pheno_id	full_code	short_code	description	unique_description	type	n	n_cases	n_controls	source
217	1873-Number_of_full_brothers	1873	Number of full brothers	Number of full brothers	ordinal	355326			UK Biobank
218	1883-Number_of_full_sisters	1883	Number of full sisters	Number of full sisters	ordinal	355390			UK Biobank
219	189_raw-Townsend_deprivation_index_at_recruitment	189_raw	Townsend deprivation index at recruitment	Townsend deprivation index at recruitment	continuous_raw	360763			UK Biobank
220	1920-Mood_swings	1920	Mood swings	Mood swings	binary	352604	158982.0	193622.0	UK Biobank
221	1930-Miserableness	1930	Miserableness	Miserableness	binary	355182	151752.0	203430.0	UK Biobank
222	1940-Irritability	1940	Irritability	Irritability	binary	345231	96862.0	248369.0	UK Biobank
223	1950-Sensitivity_hurt_feelings	1950	Sensitivity / hurt feelings	Sensitivity / hurt feelings	binary	350821	194755.0	156066.0	UK Biobank
224	1960-Fedup_feelings	1960	Fed-up feelings	Fed-up feelings	binary	353764	143332.0	210432.0	UK Biobank
225	1970-Nervous_feelings	1970	Nervous feelings	Nervous feelings	binary	351829	83120.0	268709.0	UK Biobank
226	1980-Worrier_anxious_feelings	1980	Worrier / anxious feelings	Worrier / anxious feelings	binary	351833	199463.0	152370.0	UK Biobank
227	1990-Tense_highly_strung	1990	Tense / 'highly strung'	Tense / 'highly strung'	binary	350159	60513.0	289646.0	UK Biobank
228	2000-Worry_too_long_after_embarrassment	2000	Worry too long after embarrassment	Worry too long after embarrassment	binary	346527	165310.0	181217.0	UK Biobank
229	20001_1001-Cancer_code_selfreported_lung_cancer	20001_1001	Cancer code, self-reported: lung cancer	Cancer code, self-reported: lung cancer	binary	361141	203.0	360938.0	UK Biobank
230	20001_1003-Cancer_code_selfreported_skin_cancer	20001_1003	Cancer code, self-reported: skin cancer	Cancer code, self-reported: skin cancer	binary	361141	1125.0	360016.0	UK Biobank
231	20001_1006-Cancer_code_selfreported_larynxthroat_cancer	20001_1006	Cancer code, self-reported: larynx/throat cancer	Cancer code, self-reported: larynx/throat cancer	binary	361141	281.0	360860.0	UK Biobank
232	20001_1011-Cancer_code_selfreported_tongue_cancer	20001_1011	Cancer code, self-reported: tongue cancer	Cancer code, self-reported: tongue cancer	binary	361141	123.0	361018.0	UK Biobank
233	20001_1017-Cancer_code_selfreported_oesophageal_cancer	20001_1017	Cancer code, self-reported: oesophageal cancer	Cancer code, self-reported: oesophageal cancer	binary	361141	162.0	360979.0	UK Biobank
234	20001_1018-Cancer_code_selfreported_stomach_cancer	20001_1018	Cancer code, self-reported: stomach cancer	Cancer code, self-reported: stomach cancer	binary	361141	133.0	361008.0	UK Biobank
235	20001_1019-Cancer_code_selfreported_small_intestinesmall_bowel_cancer	20001_1019	Cancer code, self-reported: small intestine/small bowel cancer	Cancer code, self-reported: small intestine/small bowel cancer	binary	361141	163.0	360978.0	UK Biobank
236	20001_1020-Cancer_code_selfreported_large_bowel_cancercolorectal_cancer	20001_1020	Cancer code, self-reported: large bowel cancer/colorectal cancer	Cancer code, self-reported: large bowel cancer/colorectal cancer	binary	361141	510.0	360631.0	UK Biobank
237	20001_1022-Cancer_code_selfreported_colon_cancersigmoid_cancer	20001_1022	Cancer code, self-reported: colon cancer/sigmoid cancer	Cancer code, self-reported: colon cancer/sigmoid cancer	binary	361141	1214.0	359927.0	UK Biobank
238	20001_1023-Cancer_code_selfreported_rectal_cancer	20001_1023	Cancer code, self-reported: rectal cancer	Cancer code, self-reported: rectal cancer	binary	361141	272.0	360869.0	UK Biobank
239	20001_1024-Cancer_code_selfreported_liverhepatocellular_cancer	20001_1024	Cancer code, self-reported: liver/hepatocellular cancer	Cancer code, self-reported: liver/hepatocellular cancer	binary	361141	138.0	361003.0	UK Biobank
240	20001_1030-Cancer_code_selfreported_eye_andor_adnexal_cancer	20001_1030	Cancer code, self-reported: eye and/or adnexal cancer	Cancer code, self-reported: eye and/or adnexal cancer	binary	361141	109.0	361032.0	UK Biobank
241	20001_1032-Cancer_code_selfreported_brain_cancer_primary_malignant_brain_tumour	20001_1032	Cancer code, self-reported: brain cancer / primary malignant brain tumour	Cancer code, self-reported: brain cancer / primary malignant brain tumour	binary	361141	172.0	360969.0	UK Biobank
242	20001_1034-Cancer_code_selfreported_kidneyrenal_cell_cancer	20001_1034	Cancer code, self-reported: kidney/renal cell cancer	Cancer code, self-reported: kidney/renal cell cancer	binary	361141	473.0	360668.0	UK Biobank
243	20001_1035-Cancer_code_selfreported_bladder_cancer	20001_1035	Cancer code, self-reported: bladder cancer	Cancer code, self-reported: bladder cancer	binary	361141	843.0	360298.0	UK Biobank
244	20001_1048-Cancer_code_selfreported_leukaemia	20001_1048	Cancer code, self-reported: leukaemia	Cancer code, self-reported: leukaemia	binary	361141	169.0	360972.0	UK Biobank
245	20001_1050-Cancer_code_selfreported_multiple_myeloma	20001_1050	Cancer code, self-reported: multiple myeloma	Cancer code, self-reported: multiple myeloma	binary	361141	125.0	361016.0	UK Biobank
246	20001_1052-Cancer_code_selfreported_hodgkins_lymphoma_hodgkins_disease	20001_1052	Cancer code, self-reported: hodgkins lymphoma / hodgkins disease	Cancer code, self-reported: hodgkins lymphoma / hodgkins disease	binary	361141	360.0	360781.0	UK Biobank
247	20001_1053-Cancer_code_selfreported_nonhodgkins_lymphoma	20001_1053	Cancer code, self-reported: non-hodgkins lymphoma	Cancer code, self-reported: non-hodgkins lymphoma	binary	361141	684.0	360457.0	UK Biobank
248	20001_1055-Cancer_code_selfreported_chronic_lymphocytic	20001_1055	Cancer code, self-reported: chronic lymphocytic	Cancer code, self-reported: chronic lymphocytic	binary	361141	237.0	360904.0	UK Biobank
249	20001_1059-Cancer_code_selfreported_malignant_melanoma	20001_1059	Cancer code, self-reported: malignant melanoma	Cancer code, self-reported: malignant melanoma	binary	361141	2898.0	358243.0	UK Biobank
250	20001_1060-Cancer_code_selfreported_nonmelanoma_skin_cancer	20001_1060	Cancer code, self-reported: non-melanoma skin cancer	Cancer code, self-reported: non-melanoma skin cancer	binary	361141	542.0	360599.0	UK Biobank
251	20001_1061-Cancer_code_selfreported_basal_cell_carcinoma	20001_1061	Cancer code, self-reported: basal cell carcinoma	Cancer code, self-reported: basal cell carcinoma	binary	361141	3441.0	357700.0	UK Biobank
252	20001_1062-Cancer_code_selfreported_squamous_cell_carcinoma	20001_1062	Cancer code, self-reported: squamous cell carcinoma	Cancer code, self-reported: squamous cell carcinoma	binary	361141	449.0	360692.0	UK Biobank
253	20001_1063-Cancer_code_selfreported_primary_bone_cancer	20001_1063	Cancer code, self-reported: primary bone cancer	Cancer code, self-reported: primary bone cancer	binary	361141	111.0	361030.0	UK Biobank
254	20001_1065-Cancer_code_selfreported_thyroid_cancer	20001_1065	Cancer code, self-reported: thyroid cancer	Cancer code, self-reported: thyroid cancer	binary	361141	339.0	360802.0	UK Biobank
255	20001_1068-Cancer_code_selfreported_sarcomafibrosarcoma	20001_1068	Cancer code, self-reported: sarcoma/fibrosarcoma	Cancer code, self-reported: sarcoma/fibrosarcoma	binary	361141	196.0	360945.0	UK Biobank
256	20001_1073-Cancer_code_selfreported_rodent_ulcer	20001_1073	Cancer code, self-reported: rodent ulcer	Cancer code, self-reported: rodent ulcer	binary	361141	519.0	360622.0	UK Biobank
257	20001_99999-Cancer_code_selfreported_unclassifiable	20001_99999	Cancer code, self-reported: unclassifiable	Cancer code, self-reported: unclassifiable	binary	361141	405.0	360736.0	UK Biobank
258	20002_1065-Noncancer_illness_code_selfreported_hypertension	20002_1065	Non-cancer illness code, self-reported: hypertension	Non-cancer illness code, self-reported: hypertension	binary	361141	93560.0	267581.0	UK Biobank
259	20002_1066-Noncancer_illness_code_selfreported_heartcardiac_problem	20002_1066	Non-cancer illness code, self-reported: heart/cardiac problem	Non-cancer illness code, self-reported: heart/cardiac problem	binary	361141	1176.0	359965.0	UK Biobank
260	20002_1067-Noncancer_illness_code_selfreported_peripheral_vascular_disease	20002_1067	Non-cancer illness code, self-reported: peripheral vascular disease	Non-cancer illness code, self-reported: peripheral vascular disease	binary	361141	664.0	360477.0	UK Biobank
261	20002_1072-Noncancer_illness_code_selfreported_essential_hypertension	20002_1072	Non-cancer illness code, self-reported: essential hypertension	Non-cancer illness code, self-reported: essential hypertension	binary	361141	1658.0	359483.0	UK Biobank
262	20002_1074-Noncancer_illness_code_selfreported_angina	20002_1074	Non-cancer illness code, self-reported: angina	Non-cancer illness code, self-reported: angina	binary	361141	11370.0	349771.0	UK Biobank
263	20002_1075-Noncancer_illness_code_selfreported_heart_attackmyocardial_infarction	20002_1075	Non-cancer illness code, self-reported: heart attack/myocardial infarction	Non-cancer illness code, self-reported: heart attack/myocardial infarction	binary	361141	8239.0	352902.0	UK Biobank
264	20002_1076-Noncancer_illness_code_selfreported_heart_failurepulmonary_odema	20002_1076	Non-cancer illness code, self-reported: heart failure/pulmonary odema	Non-cancer illness code, self-reported: heart failure/pulmonary odema	binary	361141	247.0	360894.0	UK Biobank
265	20002_1077-Noncancer_illness_code_selfreported_heart_arrhythmia	20002_1077	Non-cancer illness code, self-reported: heart arrhythmia	Non-cancer illness code, self-reported: heart arrhythmia	binary	361141	2013.0	359128.0	UK Biobank
266	20002_1078-Noncancer_illness_code_selfreported_heart_valve_problemheart_murmur	20002_1078	Non-cancer illness code, self-reported: heart valve problem/heart murmur	Non-cancer illness code, self-reported: heart valve problem/heart murmur	binary	361141	2453.0	358688.0	UK Biobank
267	20002_1079-Noncancer_illness_code_selfreported_cardiomyopathy	20002_1079	Non-cancer illness code, self-reported: cardiomyopathy	Non-cancer illness code, self-reported: cardiomyopathy	binary	361141	311.0	360830.0	UK Biobank
268	20002_1080-Noncancer_illness_code_selfreported_pericardial_problem	20002_1080	Non-cancer illness code, self-reported: pericardial problem	Non-cancer illness code, self-reported: pericardial problem	binary	361141	202.0	360939.0	UK Biobank
269	20002_1081-Noncancer_illness_code_selfreported_stroke	20002_1081	Non-cancer illness code, self-reported: stroke	Non-cancer illness code, self-reported: stroke	binary	361141	4836.0	356305.0	UK Biobank
270	20002_1082-Noncancer_illness_code_selfreported_transient_ischaemic_attack_tia	20002_1082	Non-cancer illness code, self-reported: transient ischaemic attack (tia)	Non-cancer illness code, self-reported: transient ischaemic attack (tia)	binary	361141	1369.0	359772.0	UK Biobank
271	20002_1083-Noncancer_illness_code_selfreported_subdural_haemorrhagehaematoma	20002_1083	Non-cancer illness code, self-reported: subdural haemorrhage/haematoma	Non-cancer illness code, self-reported: subdural haemorrhage/haematoma	binary	361141	154.0	360987.0	UK Biobank
272	20002_1086-Noncancer_illness_code_selfreported_subarachnoid_haemorrhage	20002_1086	Non-cancer illness code, self-reported: subarachnoid haemorrhage	Non-cancer illness code, self-reported: subarachnoid haemorrhage	binary	361141	337.0	360804.0	UK Biobank
273	20002_1087-Noncancer_illness_code_selfreported_leg_claudication_intermittent_claudication	20002_1087	Non-cancer illness code, self-reported: leg claudication/ intermittent claudication	Non-cancer illness code, self-reported: leg claudication/ intermittent claudication	binary	361141	277.0	360864.0	UK Biobank
274	20002_1093-Noncancer_illness_code_selfreported_pulmonary_embolism_dvt	20002_1093	Non-cancer illness code, self-reported: pulmonary embolism +/- dvt	Non-cancer illness code, self-reported: pulmonary embolism +/- dvt	binary	361141	2999.0	358142.0	UK Biobank
275	20002_1094-Noncancer_illness_code_selfreported_deep_venous_thrombosis_dvt	20002_1094	Non-cancer illness code, self-reported: deep venous thrombosis (dvt)	Non-cancer illness code, self-reported: deep venous thrombosis (dvt)	binary	361141	7237.0	353904.0	UK Biobank
276	20002_1111-Noncancer_illness_code_selfreported_asthma	20002_1111	Non-cancer illness code, self-reported: asthma	Non-cancer illness code, self-reported: asthma	binary	361141	41934.0	319207.0	UK Biobank
277	20002_1112-Noncancer_illness_code_selfreported_chronic_obstructive_airways_diseasecopd	20002_1112	Non-cancer illness code, self-reported: chronic obstructive airways disease/copd	Non-cancer illness code, self-reported: chronic obstructive airways disease/copd	binary	361141	1285.0	359856.0	UK Biobank
278	20002_1113-Noncancer_illness_code_selfreported_emphysemachronic_bronchitis	20002_1113	Non-cancer illness code, self-reported: emphysema/chronic bronchitis	Non-cancer illness code, self-reported: emphysema/chronic bronchitis	binary	361141	5031.0	356110.0	UK Biobank
279	20002_1114-Noncancer_illness_code_selfreported_bronchiectasis	20002_1114	Non-cancer illness code, self-reported: bronchiectasis	Non-cancer illness code, self-reported: bronchiectasis	binary	361141	876.0	360265.0	UK Biobank
280	20002_1115-Noncancer_illness_code_selfreported_interstitial_lung_disease	20002_1115	Non-cancer illness code, self-reported: interstitial lung disease	Non-cancer illness code, self-reported: interstitial lung disease	binary	361141	121.0	361020.0	UK Biobank
281	20002_1117-Noncancer_illness_code_selfreported_other_respiratory_problems	20002_1117	Non-cancer illness code, self-reported: other respiratory problems	Non-cancer illness code, self-reported: other respiratory problems	binary	361141	628.0	360513.0	UK Biobank
282	20002_1120-Noncancer_illness_code_selfreported_asbestosis	20002_1120	Non-cancer illness code, self-reported: asbestosis	Non-cancer illness code, self-reported: asbestosis	binary	361141	150.0	360991.0	UK Biobank
283	20002_1123-Noncancer_illness_code_selfreported_sleep_apnoea	20002_1123	Non-cancer illness code, self-reported: sleep apnoea	Non-cancer illness code, self-reported: sleep apnoea	binary	361141	1163.0	359978.0	UK Biobank
284	20002_1125-Noncancer_illness_code_selfreported_pleurisy	20002_1125	Non-cancer illness code, self-reported: pleurisy	Non-cancer illness code, self-reported: pleurisy	binary	361141	1220.0	359921.0	UK Biobank
285	20002_1126-Noncancer_illness_code_selfreported_spontaneous_pneumothoraxrecurrent_pneumothorax	20002_1126	Non-cancer illness code, self-reported: spontaneous pneumothorax/recurrent pneumothorax	Non-cancer illness code, self-reported: spontaneous pneumothorax/recurrent pneumothorax	binary	361141	871.0	360270.0	UK Biobank
286	20002_1134-Noncancer_illness_code_selfreported_oesophageal_disorder	20002_1134	Non-cancer illness code, self-reported: oesophageal disorder	Non-cancer illness code, self-reported: oesophageal disorder	binary	361141	219.0	360922.0	UK Biobank
287	20002_1135-Noncancer_illness_code_selfreported_stomach_disorder	20002_1135	Non-cancer illness code, self-reported: stomach disorder	Non-cancer illness code, self-reported: stomach disorder	binary	361141	779.0	360362.0	UK Biobank
288	20002_1136-Noncancer_illness_code_selfreported_liverbiliarypancreas_problem	20002_1136	Non-cancer illness code, self-reported: liver/biliary/pancreas problem	Non-cancer illness code, self-reported: liver/biliary/pancreas problem	binary	361141	635.0	360506.0	UK Biobank
289	20002_1137-Noncancer_illness_code_selfreported_other_abdominal_problem	20002_1137	Non-cancer illness code, self-reported: other abdominal problem	Non-cancer illness code, self-reported: other abdominal problem	binary	361141	422.0	360719.0	UK Biobank
290	20002_1138-Noncancer_illness_code_selfreported_gastrooesophageal_reflux_gord_gastric_reflux	20002_1138	Non-cancer illness code, self-reported: gastro-oesophageal reflux (gord) / gastric reflux	Non-cancer illness code, self-reported: gastro-oesophageal reflux (gord) / gastric reflux	binary	361141	15210.0	345931.0	UK Biobank
291	20002_1139-Noncancer_illness_code_selfreported_oesophagitisbarretts_oesophagus	20002_1139	Non-cancer illness code, self-reported: oesophagitis/barretts oesophagus	Non-cancer illness code, self-reported: oesophagitis/barretts oesophagus	binary	361141	1144.0	359997.0	UK Biobank
292	20002_1142-Noncancer_illness_code_selfreported_gastricstomach_ulcers	20002_1142	Non-cancer illness code, self-reported: gastric/stomach ulcers	Non-cancer illness code, self-reported: gastric/stomach ulcers	binary	361141	2562.0	358579.0	UK Biobank
293	20002_1143-Noncancer_illness_code_selfreported_gastritisgastric_erosions	20002_1143	Non-cancer illness code, self-reported: gastritis/gastric erosions	Non-cancer illness code, self-reported: gastritis/gastric erosions	binary	361141	566.0	360575.0	UK Biobank
